cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,região,total
798.651.324-19,08:40,27/08/2022,Leite,12.3,5,11,Elisa,dinheiro,Rio de Janeiro,61.5
907.162.843-40,14:54,04/08/2022,Feijão,15.5,10,15,Cecília,dinheiro,Bahia,155.0
423.895.106-98,09:47,05/08/2022,Arroz,21.7,3,12,Evelyn,cartão_credito,Rio de Janeiro,65.1
481.350.297-05,12:42,26/08/2022,Macarrão,22.6,10,12,Evelyn,dinheiro,Bahia,226.0
897.104.253-23,08:26,20/08/2022,Arroz,21.7,4,20,Brenda,pix,Bahia,86.8
258.904.137-32,10:13,27/08/2022,Açúcar,25.5,4,17,Julia,pix,Bahia,102.0
035.921.678-12,12:57,22/08/2022,Feijão,15.5,5,16,Cecília,pix,Rio Grande do Sul,77.5
529.617.308-21,22:38,10/08/2022,Açúcar,25.5,9,7,Brenda,pix,Bahia,229.5
157.430.968-48,13:09,21/08/2022,Feijão,15.5,6,1,Julia,pix,Bahia,93.0
798.651.324-19,16:49,30/08/2022,Feijão,15.5,4,8,Evelyn,cartão_credito,Minas Gerais,62.0
164.397.850-01,10:31,22/08/2022,Açúcar,25.5,8,11,Evelyn,cartão_debito,Rio Grande do Sul,204.0
475.639.102-80,21:41,02/08/2022,Açúcar,25.5,8,1,Brenda,cartão_credito,Rio de Janeiro,204.0
036.215.748-08,14:30,22/08/2022,Arroz,21.7,7,10,Julia,cartão_credito,Espírito Santo,151.9
482.075.619-20,18:58,08/08/2022,Leite,12.3,3,15,Cecília,dinheiro,São Paulo,36.9
580.179.243-05,16:41,24/08/2022,Óleo,18.4,1,18,Evelyn,dinheiro,Rio de Janeiro,18.4
240.815.369-70,16:50,11/08/2022,Carne,37.0,7,20,Julia,dinheiro,Minas Gerais,259.0
023.641.597-25,16:31,12/08/2022,Óleo,18.4,6,21,Elisa,cartão_credito,Minas Gerais,110.4
459.213.608-05,22:14,13/08/2022,Açúcar,25.5,10,19,Pietra,cartão_debito,Bahia,255.0
258.904.137-32,16:39,21/08/2022,Açúcar,25.5,1,12,Brenda,cartão_debito,Rio de Janeiro,25.5
827.435.069-38,22:46,24/08/2022,Leite,12.3,5,19,Cecília,cartão_credito,São Paulo,61.5
189.736.452-00,15:12,24/08/2022,Arroz,21.7,6,21,Julia,cartão_credito,Bahia,130.2
730.841.695-00,20:16,18/08/2022,Feijão,15.5,6,5,Brenda,cartão_credito,São Paulo,93.0
587.126.390-95,21:58,13/08/2022,Óleo,18.4,2,17,Pietra,dinheiro,Rio Grande do Sul,36.8
974.261.850-01,21:00,09/08/2022,Arroz,21.7,3,16,Evelyn,cartão_debito,Rio de Janeiro,65.1
430.621.975-52,22:41,18/08/2022,Óleo,18.4,5,13,Brenda,cartão_debito,Minas Gerais,92.0
346.278.015-80,22:22,03/08/2022,Açúcar,25.5,7,9,Elisa,pix,Minas Gerais,178.5
843.915.267-19,09:58,29/08/2022,Feijão,15.5,2,18,Julia,dinheiro,São Paulo,31.0
602.159.748-67,22:45,10/08/2022,Arroz,21.7,9,10,Elisa,cartão_debito,Rio de Janeiro,195.3
629.580.731-30,08:10,07/08/2022,Açúcar,25.5,6,5,Brenda,dinheiro,Espírito Santo,153.0
745.802.619-76,17:56,15/08/2022,Carne,37.0,9,14,Brenda,dinheiro,Espírito Santo,333.0
298.403.516-05,15:29,22/08/2022,Óleo,18.4,1,19,Pietra,cartão_credito,Minas Gerais,18.4
590.483.127-79,21:47,27/08/2022,Açúcar,25.5,4,3,Elisa,cartão_credito,Rio de Janeiro,102.0
418.739.052-97,11:40,26/08/2022,Arroz,21.7,1,7,Brenda,dinheiro,Minas Gerais,21.7
164.298.053-60,15:44,03/08/2022,Feijão,15.5,7,15,Evelyn,pix,Espírito Santo,108.5
920.871.346-69,13:50,14/08/2022,Feijão,15.5,8,15,Elisa,cartão_debito,São Paulo,124.0
268.907.541-58,09:16,13/08/2022,Feijão,15.5,6,17,Cecília,cartão_debito,Rio Grande do Sul,93.0
546.910.238-60,20:15,18/08/2022,Feijão,15.5,4,4,Elisa,cartão_credito,São Paulo,62.0
746.138.205-53,19:19,18/08/2022,Óleo,18.4,7,14,Julia,cartão_credito,Rio Grande do Sul,128.8
571.086.342-44,09:04,02/08/2022,Leite,12.3,5,6,Julia,cartão_debito,Rio Grande do Sul,61.5
492.365.871-19,16:19,22/08/2022,Feijão,15.5,4,1,Pietra,pix,Rio de Janeiro,62.0
218.790.643-40,11:04,27/08/2022,Macarrão,22.6,9,21,Pietra,pix,Rio de Janeiro,203.4
167.529.304-06,09:24,05/08/2022,Feijão,15.5,4,21,Evelyn,cartão_debito,São Paulo,62.0
695.012.834-70,10:07,05/08/2022,Açúcar,25.5,4,8,Evelyn,cartão_debito,Bahia,102.0
418.970.635-39,09:02,12/08/2022,Macarrão,22.6,3,3,Cecília,cartão_credito,Rio de Janeiro,67.8
019.352.784-79,20:44,24/08/2022,Óleo,18.4,2,2,Evelyn,pix,Rio de Janeiro,36.8
230.187.549-05,12:45,04/08/2022,Carne,37.0,4,1,Pietra,cartão_credito,Minas Gerais,148.0
430.621.975-52,22:11,25/08/2022,Feijão,15.5,6,9,Cecília,cartão_credito,Espírito Santo,93.0
167.529.304-06,08:54,22/08/2022,Carne,37.0,10,2,Pietra,pix,Bahia,370.0
257.631.980-77,21:39,01/08/2022,Feijão,15.5,5,6,Evelyn,cartão_credito,Minas Gerais,77.5
075.496.231-80,15:09,24/08/2022,Leite,12.3,8,5,Cecília,cartão_credito,São Paulo,98.4
543.167.802-71,12:34,06/08/2022,Arroz,21.7,2,20,Evelyn,pix,Rio Grande do Sul,43.4
204.735.869-83,17:20,30/08/2022,Arroz,21.7,9,8,Cecília,cartão_debito,São Paulo,195.3
794.352.610-43,14:57,25/08/2022,Macarrão,22.6,2,19,Brenda,pix,Bahia,45.2
809.376.214-04,10:49,30/08/2022,Arroz,21.7,7,10,Julia,cartão_credito,Espírito Santo,151.9
268.910.357-59,09:19,04/08/2022,Óleo,18.4,6,18,Brenda,dinheiro,Bahia,110.4
451.236.078-62,18:13,23/08/2022,Carne,37.0,9,12,Elisa,pix,Minas Gerais,333.0
365.718.409-01,15:43,04/08/2022,Arroz,21.7,2,9,Elisa,pix,São Paulo,43.4
035.921.678-12,18:44,28/08/2022,Feijão,15.5,8,3,Elisa,pix,São Paulo,124.0
052.478.936-38,16:27,01/08/2022,Açúcar,25.5,9,14,Cecília,dinheiro,Bahia,229.5
321.047.865-17,22:37,20/08/2022,Arroz,21.7,9,14,Pietra,cartão_credito,São Paulo,195.3
547.102.986-02,08:49,19/08/2022,Açúcar,25.5,7,15,Cecília,dinheiro,Rio Grande do Sul,178.5
148.620.593-33,20:42,13/08/2022,Óleo,18.4,2,8,Julia,dinheiro,Bahia,36.8
485.230.967-10,17:30,09/08/2022,Açúcar,25.5,7,6,Elisa,cartão_debito,São Paulo,178.5
238.516.407-80,08:11,22/08/2022,Macarrão,22.6,4,3,Elisa,cartão_credito,Rio Grande do Sul,90.4
851.469.732-37,13:24,28/08/2022,Arroz,21.7,7,1,Elisa,cartão_debito,Bahia,151.9
261.085.973-21,13:37,22/08/2022,Feijão,15.5,7,10,Elisa,cartão_debito,Minas Gerais,108.5
052.478.936-38,12:57,27/08/2022,Feijão,15.5,6,13,Julia,dinheiro,Espírito Santo,93.0
068.213.497-03,21:02,09/08/2022,Leite,12.3,2,19,Julia,cartão_credito,Rio de Janeiro,24.6
621.708.943-22,22:26,05/08/2022,Arroz,21.7,4,13,Cecília,cartão_credito,Minas Gerais,86.8
573.180.249-14,22:58,01/08/2022,Carne,37.0,2,21,Evelyn,pix,Rio de Janeiro,74.0
614.830.295-06,15:14,30/08/2022,Leite,12.3,9,9,Pietra,dinheiro,Minas Gerais,110.7
294.510.637-06,11:41,23/08/2022,Óleo,18.4,3,6,Elisa,pix,Espírito Santo,55.2
189.463.025-42,17:34,18/08/2022,Feijão,15.5,6,8,Elisa,cartão_credito,Espírito Santo,93.0
158.392.064-15,13:52,04/08/2022,Carne,37.0,10,2,Pietra,cartão_debito,Rio de Janeiro,370.0
875.349.160-20,12:13,18/08/2022,Açúcar,25.5,10,21,Brenda,cartão_debito,Bahia,255.0
736.520.149-52,17:15,28/08/2022,Macarrão,22.6,9,18,Brenda,cartão_debito,Rio de Janeiro,203.4
960.342.517-61,10:24,24/08/2022,Leite,12.3,9,3,Julia,cartão_debito,Rio de Janeiro,110.7
510.679.284-30,21:48,28/08/2022,Feijão,15.5,6,12,Elisa,dinheiro,São Paulo,93.0
276.058.419-49,13:20,11/08/2022,Arroz,21.7,3,7,Pietra,dinheiro,Rio de Janeiro,65.1
379.160.584-48,09:07,11/08/2022,Feijão,15.5,7,21,Cecília,cartão_debito,Espírito Santo,108.5
341.268.507-08,19:38,08/08/2022,Açúcar,25.5,2,21,Pietra,dinheiro,Bahia,51.0
875.349.160-20,09:37,12/08/2022,Açúcar,25.5,8,1,Brenda,cartão_debito,Espírito Santo,204.0
671.984.035-57,09:27,27/08/2022,Carne,37.0,2,6,Elisa,pix,Rio Grande do Sul,74.0
702.589.631-40,20:01,02/08/2022,Açúcar,25.5,2,1,Julia,pix,Espírito Santo,51.0
708.439.615-20,08:12,19/08/2022,Açúcar,25.5,1,6,Elisa,cartão_credito,Rio de Janeiro,25.5
589.702.136-86,18:34,21/08/2022,Leite,12.3,1,8,Elisa,pix,São Paulo,12.3
538.107.462-07,10:48,11/08/2022,Óleo,18.4,4,20,Julia,cartão_debito,Rio de Janeiro,73.6
018.395.246-42,18:35,28/08/2022,Macarrão,22.6,9,4,Elisa,cartão_credito,Espírito Santo,203.4
937.402.856-56,12:39,25/08/2022,Leite,12.3,1,10,Brenda,pix,Bahia,12.3
710.824.635-07,13:52,13/08/2022,Açúcar,25.5,1,4,Cecília,pix,Bahia,25.5
247.651.083-17,16:26,18/08/2022,Feijão,15.5,10,1,Cecília,dinheiro,São Paulo,155.0
753.429.806-74,19:20,19/08/2022,Óleo,18.4,4,17,Pietra,cartão_debito,Minas Gerais,73.6
182.049.763-13,10:40,23/08/2022,Carne,37.0,9,1,Pietra,cartão_credito,Rio de Janeiro,333.0
218.790.643-40,09:16,16/08/2022,Óleo,18.4,1,10,Julia,cartão_credito,Minas Gerais,18.4
471.698.502-49,18:08,23/08/2022,Carne,37.0,3,14,Cecília,cartão_debito,Minas Gerais,111.0
580.179.243-05,12:04,23/08/2022,Leite,12.3,8,18,Cecília,dinheiro,Rio Grande do Sul,98.4
852.460.173-62,18:58,09/08/2022,Carne,37.0,6,19,Brenda,dinheiro,Rio Grande do Sul,222.0
851.469.732-37,20:45,13/08/2022,Macarrão,22.6,4,19,Cecília,dinheiro,Rio Grande do Sul,90.4
261.085.973-21,14:04,01/08/2022,Óleo,18.4,4,19,Julia,dinheiro,Espírito Santo,73.6
459.213.608-05,18:27,10/08/2022,Óleo,18.4,3,3,Elisa,dinheiro,Minas Gerais,55.2
174.823.596-64,09:41,03/08/2022,Leite,12.3,3,16,Evelyn,dinheiro,Bahia,36.9
365.718.409-01,15:03,07/08/2022,Leite,12.3,10,3,Elisa,dinheiro,Rio Grande do Sul,123.0
872.043.615-71,18:38,30/08/2022,Carne,37.0,5,16,Cecília,dinheiro,São Paulo,185.0
157.430.968-48,16:34,22/08/2022,Macarrão,22.6,5,15,Julia,cartão_debito,Rio de Janeiro,113.0
945.021.768-85,21:06,08/08/2022,Leite,12.3,8,4,Julia,pix,Bahia,98.4
548.239.017-97,14:48,04/08/2022,Arroz,21.7,6,15,Julia,cartão_debito,Rio de Janeiro,130.2
341.268.507-08,08:48,29/08/2022,Arroz,21.7,7,18,Elisa,pix,Rio de Janeiro,151.9
407.516.839-57,18:25,06/08/2022,Arroz,21.7,3,13,Brenda,pix,Bahia,65.1
908.165.243-51,10:01,30/08/2022,Óleo,18.4,7,4,Evelyn,cartão_credito,São Paulo,128.8
425.917.803-23,22:17,16/08/2022,Macarrão,22.6,9,16,Pietra,cartão_credito,Espírito Santo,203.4
960.342.517-61,10:11,15/08/2022,Macarrão,22.6,4,12,Julia,dinheiro,Espírito Santo,90.4
306.724.815-53,09:11,02/08/2022,Macarrão,22.6,5,10,Cecília,cartão_debito,Minas Gerais,113.0
617.945.302-07,16:23,05/08/2022,Açúcar,25.5,8,20,Julia,pix,Espírito Santo,204.0
089.523.147-60,13:21,25/08/2022,Arroz,21.7,5,2,Julia,cartão_debito,Rio de Janeiro,108.5
914.250.386-89,10:19,20/08/2022,Leite,12.3,1,1,Brenda,cartão_debito,São Paulo,12.3
481.963.720-78,22:02,05/08/2022,Carne,37.0,2,7,Elisa,pix,Espírito Santo,74.0
283.590.461-15,11:27,29/08/2022,Arroz,21.7,4,21,Julia,pix,Bahia,86.8
902.574.863-56,21:50,16/08/2022,Óleo,18.4,3,2,Julia,cartão_credito,Bahia,55.2
324.750.918-60,19:54,04/08/2022,Açúcar,25.5,5,3,Evelyn,cartão_credito,Rio Grande do Sul,127.5
752.194.308-23,16:39,01/08/2022,Carne,37.0,3,3,Julia,pix,Rio de Janeiro,111.0
745.802.619-76,20:47,03/08/2022,Leite,12.3,6,19,Cecília,pix,Minas Gerais,73.8
759.243.068-10,14:09,24/08/2022,Arroz,21.7,2,12,Cecília,pix,Minas Gerais,43.4
763.184.529-82,19:07,30/08/2022,Açúcar,25.5,7,10,Cecília,dinheiro,São Paulo,178.5
425.917.803-23,14:23,18/08/2022,Leite,12.3,7,15,Brenda,cartão_credito,São Paulo,86.1
381.924.560-05,21:26,10/08/2022,Macarrão,22.6,2,1,Brenda,cartão_credito,Minas Gerais,45.2
713.649.850-39,10:44,28/08/2022,Carne,37.0,8,11,Pietra,cartão_credito,São Paulo,296.0
295.143.786-28,16:18,29/08/2022,Arroz,21.7,3,1,Brenda,cartão_debito,Rio de Janeiro,65.1
248.736.901-96,10:58,12/08/2022,Feijão,15.5,6,10,Cecília,cartão_debito,Rio Grande do Sul,93.0
672.398.541-91,21:14,25/08/2022,Óleo,18.4,9,2,Brenda,pix,São Paulo,165.6
172.034.986-03,10:08,30/08/2022,Macarrão,22.6,5,13,Brenda,pix,Rio de Janeiro,113.0
481.963.720-78,09:53,16/08/2022,Leite,12.3,4,15,Julia,pix,São Paulo,49.2
406.871.953-57,13:38,24/08/2022,Leite,12.3,9,17,Julia,cartão_credito,São Paulo,110.7
174.823.596-64,13:15,20/08/2022,Feijão,15.5,1,9,Cecília,cartão_debito,Rio Grande do Sul,15.5
970.824.135-05,20:49,04/08/2022,Carne,37.0,5,2,Julia,pix,Bahia,185.0
645.021.897-58,20:59,13/08/2022,Leite,12.3,9,18,Brenda,pix,Rio Grande do Sul,110.7
810.396.425-51,21:32,10/08/2022,Óleo,18.4,10,10,Brenda,dinheiro,Minas Gerais,184.0
310.874.529-88,21:20,08/08/2022,Macarrão,22.6,9,17,Pietra,dinheiro,Bahia,203.4
514.807.639-93,10:18,17/08/2022,Arroz,21.7,9,3,Pietra,dinheiro,Espírito Santo,195.3
237.805.164-62,17:02,11/08/2022,Feijão,15.5,4,13,Brenda,pix,São Paulo,62.0
482.075.619-20,11:46,04/08/2022,Óleo,18.4,7,14,Elisa,cartão_credito,São Paulo,128.8
064.823.579-38,15:56,10/08/2022,Carne,37.0,9,5,Brenda,cartão_debito,Rio Grande do Sul,333.0
316.508.942-60,15:15,16/08/2022,Açúcar,25.5,9,7,Julia,cartão_debito,Rio Grande do Sul,229.5
452.381.609-33,21:58,22/08/2022,Arroz,21.7,8,6,Evelyn,cartão_debito,Rio Grande do Sul,173.6
286.173.940-13,11:06,06/08/2022,Leite,12.3,4,8,Evelyn,cartão_credito,São Paulo,49.2
897.104.253-23,11:21,24/08/2022,Feijão,15.5,8,6,Julia,dinheiro,Minas Gerais,124.0
759.243.180-79,13:15,15/08/2022,Óleo,18.4,5,16,Elisa,pix,Rio de Janeiro,92.0
123.740.596-34,21:19,15/08/2022,Leite,12.3,4,15,Brenda,cartão_credito,Bahia,49.2
310.864.927-22,21:42,30/08/2022,Açúcar,25.5,10,11,Brenda,dinheiro,Bahia,255.0
617.089.243-96,18:31,22/08/2022,Feijão,15.5,5,14,Brenda,dinheiro,Rio de Janeiro,77.5
389.024.516-15,12:43,27/08/2022,Leite,12.3,7,20,Evelyn,cartão_debito,Rio Grande do Sul,86.1
083.524.697-38,08:01,07/08/2022,Leite,12.3,6,12,Pietra,pix,Rio Grande do Sul,73.8
346.579.201-70,08:35,02/08/2022,Óleo,18.4,9,3,Elisa,pix,Rio de Janeiro,165.6
873.092.145-79,18:50,04/08/2022,Carne,37.0,9,11,Evelyn,dinheiro,Espírito Santo,333.0
835.219.746-00,11:19,24/08/2022,Arroz,21.7,9,17,Brenda,dinheiro,Espírito Santo,195.3
872.043.615-71,17:20,24/08/2022,Carne,37.0,3,10,Julia,dinheiro,Espírito Santo,111.0
549.607.281-67,11:25,09/08/2022,Carne,37.0,8,11,Pietra,pix,Bahia,296.0
521.478.903-32,20:52,30/08/2022,Arroz,21.7,1,7,Cecília,cartão_credito,Rio Grande do Sul,21.7
710.824.635-07,10:09,06/08/2022,Arroz,21.7,4,18,Julia,dinheiro,Espírito Santo,86.8
321.047.865-17,08:54,07/08/2022,Leite,12.3,9,6,Elisa,cartão_credito,Espírito Santo,110.7
703.691.285-59,17:19,03/08/2022,Macarrão,22.6,6,18,Julia,cartão_credito,Rio de Janeiro,135.6
157.430.968-48,16:04,28/08/2022,Carne,37.0,3,5,Brenda,dinheiro,São Paulo,111.0
187.546.329-19,21:19,05/08/2022,Leite,12.3,6,21,Elisa,dinheiro,Bahia,73.8
589.702.136-86,16:04,07/08/2022,Arroz,21.7,8,19,Cecília,cartão_credito,Bahia,173.6
793.651.048-66,21:11,20/08/2022,Arroz,21.7,4,7,Evelyn,cartão_debito,São Paulo,86.8
763.184.529-82,14:30,07/08/2022,Carne,37.0,10,20,Elisa,dinheiro,Minas Gerais,370.0
304.618.579-01,15:36,08/08/2022,Carne,37.0,8,18,Cecília,cartão_debito,Bahia,296.0
768.532.914-09,19:08,03/08/2022,Açúcar,25.5,1,5,Pietra,cartão_credito,São Paulo,25.5
793.651.048-66,18:52,14/08/2022,Açúcar,25.5,3,19,Brenda,cartão_debito,Espírito Santo,76.5
743.291.086-31,09:24,28/08/2022,Macarrão,22.6,10,17,Julia,dinheiro,Minas Gerais,226.0
671.534.289-09,21:31,13/08/2022,Carne,37.0,10,21,Evelyn,dinheiro,Bahia,370.0
576.420.183-71,13:00,08/08/2022,Arroz,21.7,2,9,Julia,cartão_credito,Minas Gerais,43.4
872.043.615-71,13:36,18/08/2022,Leite,12.3,6,9,Julia,dinheiro,Espírito Santo,73.8
097.516.842-85,10:59,28/08/2022,Leite,12.3,7,17,Pietra,pix,Bahia,86.1
351.809.762-86,18:04,30/08/2022,Macarrão,22.6,7,14,Julia,pix,Minas Gerais,158.2
763.184.529-82,15:08,05/08/2022,Óleo,18.4,8,14,Julia,cartão_debito,Espírito Santo,147.2
582.306.497-74,18:06,20/08/2022,Feijão,15.5,4,15,Brenda,cartão_debito,São Paulo,62.0
538.107.462-07,10:31,28/08/2022,Feijão,15.5,7,14,Elisa,cartão_debito,São Paulo,108.5
536.742.981-55,09:09,03/08/2022,Macarrão,22.6,1,15,Julia,dinheiro,São Paulo,22.6
069.372.514-16,08:08,16/08/2022,Óleo,18.4,6,2,Evelyn,cartão_debito,Rio de Janeiro,110.4
960.342.517-61,17:55,18/08/2022,Carne,37.0,7,20,Pietra,dinheiro,Minas Gerais,259.0
589.702.136-86,21:59,15/08/2022,Óleo,18.4,3,20,Brenda,cartão_credito,São Paulo,55.2
176.504.389-10,18:23,21/08/2022,Leite,12.3,5,12,Brenda,cartão_debito,Minas Gerais,61.5
304.618.579-01,19:57,06/08/2022,Arroz,21.7,2,18,Elisa,pix,Bahia,43.4
204.735.869-83,10:53,09/08/2022,Feijão,15.5,1,6,Julia,cartão_debito,São Paulo,15.5
172.034.986-03,18:21,09/08/2022,Arroz,21.7,1,5,Elisa,pix,Minas Gerais,21.7
487.596.230-47,10:31,24/08/2022,Arroz,21.7,8,4,Julia,cartão_credito,Rio de Janeiro,173.6
407.516.839-57,12:08,18/08/2022,Leite,12.3,3,7,Evelyn,pix,Espírito Santo,36.9
906.412.853-70,11:00,07/08/2022,Feijão,15.5,3,3,Cecília,cartão_credito,Rio de Janeiro,46.5
924.176.035-43,15:16,12/08/2022,Arroz,21.7,1,4,Cecília,dinheiro,São Paulo,21.7
708.645.129-02,09:37,23/08/2022,Óleo,18.4,1,6,Brenda,cartão_credito,Rio de Janeiro,18.4
714.953.026-52,19:56,18/08/2022,Carne,37.0,5,9,Evelyn,cartão_credito,Minas Gerais,185.0
970.546.832-00,09:37,25/08/2022,Feijão,15.5,1,5,Brenda,pix,Rio de Janeiro,15.5
701.834.295-32,21:49,16/08/2022,Açúcar,25.5,3,21,Brenda,cartão_credito,São Paulo,76.5
037.462.195-07,13:56,13/08/2022,Açúcar,25.5,9,5,Julia,cartão_credito,Minas Gerais,229.5
701.834.295-32,11:08,24/08/2022,Carne,37.0,7,5,Evelyn,cartão_credito,Bahia,259.0
514.032.678-71,08:29,11/08/2022,Açúcar,25.5,3,15,Brenda,cartão_credito,Bahia,76.5
439.105.278-41,08:15,19/08/2022,Macarrão,22.6,2,4,Evelyn,cartão_credito,Espírito Santo,45.2
753.429.806-74,15:00,16/08/2022,Feijão,15.5,3,3,Julia,pix,Rio de Janeiro,46.5
536.742.981-55,13:49,10/08/2022,Macarrão,22.6,1,18,Elisa,cartão_credito,Rio de Janeiro,22.6
091.854.763-66,11:08,25/08/2022,Óleo,18.4,10,13,Evelyn,pix,Minas Gerais,184.0
586.793.214-19,14:57,26/08/2022,Carne,37.0,2,12,Elisa,dinheiro,Rio Grande do Sul,74.0
345.170.286-07,21:01,15/08/2022,Açúcar,25.5,7,20,Julia,pix,Rio Grande do Sul,178.5
369.528.041-70,21:15,14/08/2022,Feijão,15.5,7,5,Pietra,cartão_debito,Rio de Janeiro,108.5
167.425.803-80,12:29,25/08/2022,Óleo,18.4,3,5,Elisa,pix,Rio Grande do Sul,55.2
406.871.953-57,22:48,27/08/2022,Macarrão,22.6,5,6,Elisa,cartão_credito,Espírito Santo,113.0
365.718.409-01,13:46,15/08/2022,Leite,12.3,7,4,Elisa,pix,Rio Grande do Sul,86.1
260.548.397-56,13:36,22/08/2022,Feijão,15.5,2,12,Pietra,cartão_debito,Minas Gerais,31.0
582.306.497-74,12:03,18/08/2022,Arroz,21.7,1,13,Julia,dinheiro,Minas Gerais,21.7
312.470.586-62,20:11,09/08/2022,Carne,37.0,10,11,Brenda,cartão_debito,Rio Grande do Sul,370.0
257.631.980-77,16:34,27/08/2022,Macarrão,22.6,4,1,Pietra,cartão_debito,Rio Grande do Sul,90.4
075.496.231-80,16:22,27/08/2022,Carne,37.0,6,6,Brenda,dinheiro,Bahia,222.0
504.361.289-42,20:36,18/08/2022,Leite,12.3,5,15,Julia,cartão_debito,São Paulo,61.5
268.910.357-59,12:44,03/08/2022,Carne,37.0,9,11,Evelyn,dinheiro,Espírito Santo,333.0
842.031.579-60,10:20,25/08/2022,Açúcar,25.5,9,7,Pietra,cartão_credito,Minas Gerais,229.5
123.740.596-34,17:29,24/08/2022,Óleo,18.4,4,17,Elisa,cartão_debito,Minas Gerais,73.6
914.250.386-89,14:08,14/08/2022,Leite,12.3,9,4,Pietra,cartão_credito,Rio Grande do Sul,110.7
290.813.765-86,17:50,16/08/2022,Feijão,15.5,10,5,Pietra,dinheiro,Minas Gerais,155.0
389.024.516-15,17:35,25/08/2022,Arroz,21.7,10,6,Evelyn,cartão_credito,São Paulo,217.0
962.845.173-19,17:37,01/08/2022,Açúcar,25.5,10,5,Evelyn,cartão_credito,Minas Gerais,255.0
286.713.054-90,08:48,26/08/2022,Açúcar,25.5,8,2,Brenda,cartão_credito,Rio de Janeiro,204.0
235.176.894-91,15:41,27/08/2022,Carne,37.0,4,3,Cecília,cartão_debito,Minas Gerais,148.0
091.854.763-66,15:46,18/08/2022,Leite,12.3,6,8,Brenda,cartão_debito,Espírito Santo,73.8
450.391.678-57,20:30,05/08/2022,Óleo,18.4,5,17,Brenda,cartão_debito,São Paulo,92.0
150.968.472-76,08:52,05/08/2022,Arroz,21.7,10,19,Evelyn,cartão_credito,Bahia,217.0
542.180.736-35,17:26,13/08/2022,Açúcar,25.5,4,14,Brenda,cartão_debito,Bahia,102.0
487.596.230-47,08:08,21/08/2022,Leite,12.3,2,2,Pietra,dinheiro,São Paulo,24.6
247.651.083-17,14:14,17/08/2022,Leite,12.3,7,19,Julia,dinheiro,Rio Grande do Sul,86.1
794.352.610-43,20:45,28/08/2022,Arroz,21.7,3,14,Brenda,cartão_credito,Bahia,65.1
728.035.964-74,20:49,23/08/2022,Carne,37.0,5,11,Evelyn,pix,Rio Grande do Sul,185.0
475.639.102-80,17:29,25/08/2022,Óleo,18.4,10,17,Brenda,cartão_debito,Rio Grande do Sul,184.0
268.910.357-59,10:09,24/08/2022,Arroz,21.7,6,16,Pietra,pix,Espírito Santo,130.2
485.230.967-10,12:34,27/08/2022,Leite,12.3,6,11,Julia,dinheiro,Rio Grande do Sul,73.8
276.058.419-49,12:23,15/08/2022,Carne,37.0,6,6,Evelyn,dinheiro,Rio Grande do Sul,222.0
509.364.812-42,21:16,17/08/2022,Arroz,21.7,4,21,Elisa,cartão_credito,Rio Grande do Sul,86.8
083.524.697-38,17:39,17/08/2022,Feijão,15.5,10,21,Pietra,cartão_credito,Espírito Santo,155.0
023.641.597-25,12:21,18/08/2022,Açúcar,25.5,9,15,Evelyn,dinheiro,Rio de Janeiro,229.5
382.549.016-51,10:09,15/08/2022,Carne,37.0,8,9,Cecília,dinheiro,Espírito Santo,296.0
621.934.850-89,14:32,11/08/2022,Feijão,15.5,1,21,Cecília,cartão_debito,Rio de Janeiro,15.5
324.750.918-60,08:58,30/08/2022,Feijão,15.5,2,21,Pietra,cartão_credito,Rio de Janeiro,31.0
681.405.937-10,11:03,22/08/2022,Feijão,15.5,6,17,Cecília,cartão_debito,Rio de Janeiro,93.0
708.439.615-20,16:28,05/08/2022,Carne,37.0,7,4,Cecília,pix,Rio de Janeiro,259.0
548.960.732-74,13:38,14/08/2022,Macarrão,22.6,9,1,Julia,cartão_debito,São Paulo,203.4
810.396.425-51,15:04,13/08/2022,Macarrão,22.6,5,8,Cecília,pix,Bahia,113.0
018.395.246-42,09:53,04/08/2022,Feijão,15.5,9,16,Cecília,dinheiro,Minas Gerais,139.5
621.934.850-89,16:39,29/08/2022,Açúcar,25.5,4,8,Evelyn,cartão_debito,Rio Grande do Sul,102.0
475.639.102-80,15:50,25/08/2022,Macarrão,22.6,8,4,Evelyn,cartão_debito,Rio de Janeiro,180.8
827.435.069-38,14:38,25/08/2022,Macarrão,22.6,1,18,Cecília,cartão_credito,Minas Gerais,22.6
384.162.957-19,09:36,06/08/2022,Óleo,18.4,5,9,Brenda,pix,Rio de Janeiro,92.0
395.120.768-02,14:18,11/08/2022,Açúcar,25.5,2,15,Brenda,cartão_debito,Bahia,51.0
389.024.516-15,08:15,21/08/2022,Óleo,18.4,9,2,Evelyn,pix,Minas Gerais,165.6
786.429.301-87,10:11,16/08/2022,Feijão,15.5,4,11,Cecília,cartão_credito,Rio de Janeiro,62.0
316.502.498-70,16:39,02/08/2022,Leite,12.3,9,4,Brenda,cartão_debito,Rio Grande do Sul,110.7
730.456.129-70,09:09,30/08/2022,Carne,37.0,6,14,Cecília,cartão_debito,Rio de Janeiro,222.0
536.742.981-55,09:08,11/08/2022,Leite,12.3,4,4,Pietra,dinheiro,Minas Gerais,49.2
461.208.573-62,20:18,27/08/2022,Açúcar,25.5,1,8,Pietra,dinheiro,Bahia,25.5
